runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.001,2,3,326,1394,207,207,207,207,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.001,0,0,0,0,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-96.scen:
0.002,1,3,410,1671,237,237,237,237,0,0,0,0,1,0,0,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-97.scen:
0.002,2,3,350,1485,243,243,242,243,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.001,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-98.scen:
0.004,2,3,376,1675,228,228,228,228,4,0,0,0,1,0,0,10,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0.001,0.003,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-99.scen:
0.003,2,3,351,1521,214,214,214,214,3,0,0,0,1,0,0,5,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-20-agents-100.scen:
0.034,98,195,8284,28866,404,404,397,402,48,0,31,0,66,0,0,36,80,0.01,0,0.001,0.001,0,0,0.002,0,0.001,0.017,0.018,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-1.scen:
0.013,6,11,1420,5321,486,486,485,485,7,1,0,0,4,0,0,14,0,0.005,0,0,0,0,0,0.003,0,0,0.002,0.002,0.011,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-2.scen:
0.039,36,71,4538,15643,455,455,450,451,20,1,4,0,30,0,0,72,3,0.023,0.002,0.001,0.001,0,0,0.002,0,0,0.008,0.008,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-3.scen:
0.008,5,9,1218,4969,475,475,474,475,12,1,1,0,2,0,0,17,0,0.002,0,0,0,0,0,0.001,0,0,0.003,0.003,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-4.scen:
0.012,6,11,1403,5717,512,512,510,511,9,2,3,0,0,0,0,17,2,0.005,0.001,0,0,0,0,0.001,0,0.001,0.002,0.002,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-5.scen:
1.06,724,1445,68465,236011,463,463,458,462,365,517,70,1,135,0,0,1736,550,0.751,0.014,0.006,0.013,0.002,0,0.07,0.002,0.01,0.159,0.178,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-6.scen:
0.024,34,65,3074,11838,422,422,418,420,34,7,7,0,19,0,0,60,17,0.011,0,0,0,0,0,0.004,0,0,0.006,0.006,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-7.scen:
0.05,47,88,5555,17454,425,425,421,421,46,15,8,0,23,0,0,125,0,0.027,0.001,0,0.002,0,0,0.008,0,0.001,0.01,0.01,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-8.scen:
0.009,5,9,1184,4908,437,437,436,437,9,1,1,0,2,0,0,19,0,0.005,0,0,0,0,0,0.002,0,0,0.001,0.001,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-9.scen:
0.449,392,784,46789,152860,457,457,451,454,262,208,55,0,129,0,0,834,298,0.265,0.014,0.003,0.012,0,0,0.03,0,0.006,0.109,0.115,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-10.scen:
0.022,21,41,2616,9687,448,448,445,448,16,6,3,0,11,0,0,44,4,0.012,0,0,0.002,0,0,0.001,0,0,0.004,0.004,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-11.scen:
0.018,12,23,2027,7842,489,489,484,488,17,5,4,1,1,0,0,40,1,0.01,0,0,0.001,0,0,0.002,0,0,0.003,0.003,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-12.scen:
0.009,6,11,1036,4391,472,472,470,472,9,1,1,0,3,0,0,20,0,0.004,0,0,0,0,0,0.001,0,0,0.002,0.002,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-13.scen:
2.409,2177,3864,173830,536074,435,435,430,435,915,1885,94,0,197,0,0,5068,2821,1.405,0.056,0.019,0.052,0.006,0,0.173,0.008,0.021,0.424,0.462,0.007,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-14.scen:
0.22,224,442,22091,71757,475,475,468,470,194,105,7,0,112,0,0,687,105,0.124,0.008,0.005,0.003,0.001,0,0.023,0.003,0.001,0.048,0.056,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-15.scen:
0.014,11,21,1455,6053,478,478,476,477,13,5,1,0,4,0,0,36,1,0.006,0,0,0,0.001,0,0.002,0,0,0.003,0.003,0.007,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-16.scen:
0.016,6,11,1711,6797,496,496,495,495,16,3,0,0,2,0,0,31,0,0.007,0,0,0,0,0,0.002,0,0.002,0.004,0.004,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-17.scen:
0.063,61,113,4877,18322,416,416,413,414,32,22,8,0,30,0,0,113,5,0.039,0.005,0.001,0,0,0,0.005,0,0,0.01,0.012,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-18.scen:
0.013,6,11,1601,6220,513,513,512,513,13,1,1,0,3,0,0,20,0,0.004,0,0,0,0,0,0.003,0,0,0.003,0.003,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-19.scen:
5.009,4200,8089,518741,1457662,468,468,456,461,2062,3023,617,0,559,0,0,7765,4451,3.16,0.098,0.038,0.068,0.019,0,0.253,0.025,0.034,1.119,1.187,0.013,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-20.scen:
0.023,13,25,1780,6831,460,460,455,460,14,2,5,0,5,0,0,36,0,0.011,0,0,0.002,0,0,0.002,0,0,0.003,0.003,0.011,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-21.scen:
0.031,29,57,3459,12845,452,452,449,451,20,9,7,0,12,0,0,69,5,0.014,0.001,0,0,0.001,0,0.004,0,0,0.01,0.01,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-22.scen:
0.037,36,70,4628,16334,431,431,426,429,22,16,3,0,16,0,0,61,8,0.018,0.002,0.001,0,0,0,0.004,0,0,0.007,0.008,0.012,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-23.scen:
0.042,38,75,4647,17034,463,463,460,463,19,10,6,0,21,0,0,91,5,0.022,0.002,0,0.001,0,0,0.004,0.001,0,0.008,0.009,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-24.scen:
0.033,32,63,3409,12210,456,456,450,455,18,21,6,0,4,0,0,86,0,0.018,0,0,0.001,0,0,0.003,0,0,0.007,0.007,0.007,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-25.scen:
0.01,9,17,1504,6038,449,449,446,449,10,4,3,0,1,0,0,23,0,0.006,0,0,0,0,0,0.001,0,0,0.002,0.002,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-26.scen:
0.149,162,324,16940,56479,432,432,424,428,88,17,8,0,137,0,0,324,10,0.084,0.002,0,0,0,0,0.017,0,0,0.041,0.042,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-27.scen:
0.043,41,79,3936,14540,418,418,414,416,35,12,5,0,23,0,0,135,10,0.023,0.001,0,0,0,0,0.008,0.001,0,0.01,0.01,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-28.scen:
0.019,20,39,1609,6401,438,438,433,437,13,6,4,1,8,0,0,57,9,0.011,0.002,0,0,0.001,0,0.001,0,0,0.002,0.002,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-29.scen:
0.022,24,43,2314,8697,464,464,460,463,24,1,7,0,15,0,0,29,9,0.01,0,0,0,0,0,0.004,0,0,0.005,0.005,0.014,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-30.scen:
0.014,7,13,1476,5959,438,438,437,438,10,0,2,0,4,0,0,19,0,0.007,0,0,0.001,0,0,0.001,0,0,0.002,0.002,0.009,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-31.scen:
0.463,799,1595,59118,203835,440,440,436,439,483,678,41,0,80,0,0,980,1612,0.218,0.03,0.012,0.013,0.007,0,0.026,0.002,0.007,0.129,0.148,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-32.scen:
0.015,13,25,1702,6957,486,486,485,486,14,8,1,0,3,0,0,33,0,0.006,0,0,0.002,0,0,0.001,0,0.001,0.004,0.004,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-33.scen:
0.01,8,15,1277,4956,434,434,432,432,7,0,0,0,7,0,0,22,0,0.004,0,0,0,0,0,0.002,0,0,0.003,0.003,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-34.scen:
0.431,533,1061,44143,137760,466,466,459,462,128,340,58,4,130,0,0,890,521,0.244,0.013,0.003,0.003,0.006,0,0.034,0.001,0.005,0.112,0.116,0.007,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-35.scen:
0.091,77,153,11178,38773,450,450,444,449,61,2,16,1,57,0,0,149,52,0.043,0.003,0.001,0.001,0,0,0.011,0,0.002,0.028,0.029,0.007,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-36.scen:
0.008,7,13,1100,4389,440,440,439,440,5,1,1,0,4,0,0,17,0,0.003,0,0,0.001,0,0,0,0,0.001,0.002,0.002,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-37.scen:
0.014,10,19,1938,7294,517,517,511,517,9,2,5,0,2,0,0,25,0,0.008,0,0,0.001,0,0,0.002,0,0,0.001,0.001,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-38.scen:
8.83,5984,11061,750535,2016048,467,467,466,467,3081,4397,588,0,998,0,0,19058,3156,5.832,0.13,0.057,0.125,0.031,0,0.529,0.049,0.059,1.505,1.604,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-39.scen:
0.038,25,49,4979,16703,520,520,515,518,15,3,3,0,18,0,0,33,15,0.016,0.001,0,0.001,0,0,0.005,0,0,0.011,0.011,0.01,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-40.scen:
0.011,6,11,1260,5153,448,448,446,448,13,2,1,0,2,0,0,26,0,0.005,0,0,0,0,0,0.003,0,0,0.001,0.001,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-41.scen:
60.001,47880,92447,5170661,16428606,-1,466,460,463,23055,37079,4262,158,6381,0,0,113861,60950,36.094,1.305,0.466,1.14,0.273,0,2.867,0.434,0.444,11.4,12.303,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-42.scen:
0.017,8,17,1837,6859,469,469,467,467,15,1,2,0,5,0,0,39,0,0.008,0.001,0,0,0,0,0.003,0,0,0.003,0.003,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-43.scen:
0.01,4,7,1125,4630,491,491,490,491,8,0,2,0,1,0,0,16,0,0.003,0,0,0,0,0,0.002,0,0,0.003,0.003,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-44.scen:
0.217,508,1009,38049,141893,451,451,443,449,418,6,299,0,202,0,0,368,903,0.075,0.011,0.007,0.001,0,0,0.018,0,0.003,0.085,0.095,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-45.scen:
0.013,7,13,1374,5440,450,450,448,450,13,1,2,0,3,0,0,26,0,0.005,0,0,0,0,0,0.001,0.001,0,0.004,0.004,0.009,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-46.scen:
0.022,16,31,1892,7359,443,443,438,443,14,6,6,0,3,0,0,38,0,0.009,0,0,0,0,0,0.002,0,0,0.006,0.006,0.013,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-47.scen:
0.539,487,973,54364,183337,459,459,450,455,166,3,30,0,453,0,0,952,171,0.306,0.008,0.013,0.003,0,0,0.067,0.001,0.003,0.119,0.135,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-48.scen:
0.025,13,25,2611,9958,458,458,454,457,22,3,1,0,8,0,0,58,0,0.014,0.001,0,0,0,0,0.006,0,0,0.002,0.002,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-49.scen:
0.015,12,23,1864,7121,451,451,447,451,13,1,2,0,8,0,0,38,0,0.01,0,0,0,0,0,0.001,0,0,0.003,0.003,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-50.scen:
45.998,33391,65685,4854127,12233665,435,435,427,429,14160,21654,1388,1,10347,0,0,57232,44039,30.162,0.928,0.294,0.604,0.059,0,2.384,0.203,0.272,9.292,9.771,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-51.scen:
0.016,5,9,1467,5797,472,472,472,472,13,2,0,0,2,0,0,24,0,0.006,0,0,0,0,0,0.003,0,0,0.003,0.003,0.013,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-52.scen:
0.028,19,37,3096,12152,483,483,480,482,32,5,4,0,9,0,0,58,5,0.015,0,0,0,0,0,0.006,0,0,0.004,0.005,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-53.scen:
0.031,23,45,3897,14680,487,487,482,484,42,1,5,0,16,0,0,61,13,0.016,0,0,0,0,0,0.003,0,0.001,0.01,0.01,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-54.scen:
0.332,312,618,35368,117926,440,440,436,439,189,205,34,0,72,0,0,698,242,0.197,0.004,0.003,0.005,0,0,0.022,0.001,0.001,0.089,0.096,0.006,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-55.scen:
0.019,13,25,2152,8439,434,434,430,432,19,1,2,0,9,0,0,45,6,0.009,0,0,0,0,0,0.003,0.002,0,0.006,0.006,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-56.scen:
0.101,48,95,5738,18176,443,443,438,439,31,19,3,0,25,0,0,117,0,0.076,0.003,0.001,0,0,0,0.005,0,0,0.012,0.014,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-57.scen:
0.5,412,818,47698,153125,459,459,452,453,270,125,44,1,242,0,0,1014,62,0.304,0.005,0.005,0.005,0.002,0,0.071,0.002,0.001,0.094,0.101,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-58.scen:
0.131,160,317,15370,51507,420,420,414,416,85,71,3,0,86,0,0,323,34,0.062,0.004,0.003,0,0.001,0,0.023,0,0,0.032,0.035,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-59.scen:
0.833,1353,2626,97229,348122,459,459,453,454,844,1057,125,4,167,0,0,1977,1880,0.441,0.047,0.015,0.014,0.002,0,0.055,0.01,0.011,0.21,0.236,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-60.scen:
0.133,141,281,13369,44803,450,450,444,446,104,58,7,0,75,0,0,384,71,0.064,0.005,0.002,0.001,0.001,0,0.014,0.001,0.001,0.036,0.042,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-61.scen:
0.057,73,145,8235,29026,461,461,453,457,52,5,10,1,56,0,0,102,40,0.024,0.003,0.001,0.001,0,0,0.007,0,0.001,0.014,0.018,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-62.scen:
0.042,34,67,3267,11741,442,442,438,440,15,13,6,0,14,0,0,90,20,0.029,0.001,0,0,0,0,0.004,0,0,0.004,0.004,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-63.scen:
5.913,5105,10096,570298,1637665,448,448,441,445,2318,3358,394,22,1330,0,0,12496,2837,3.64,0.133,0.053,0.059,0.029,0,0.443,0.044,0.046,1.167,1.265,0.008,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-64.scen:
0.011,7,13,1362,5416,470,470,469,470,9,2,1,0,3,0,0,22,0,0.006,0,0,0,0,0,0.002,0,0,0.001,0.001,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-65.scen:
0.015,12,23,1525,6209,415,415,414,415,12,5,4,0,2,0,0,40,0,0.011,0,0.001,0,0,0,0.002,0,0,0,0.001,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-66.scen:
0.015,10,19,1595,6288,490,490,488,489,7,4,1,0,4,0,0,38,1,0.008,0,0.001,0,0,0,0.002,0,0.001,0.001,0.002,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-67.scen:
0.016,14,23,2104,7564,467,467,465,466,15,1,6,0,6,0,0,32,1,0.008,0,0,0,0,0,0.003,0,0,0.003,0.003,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-68.scen:
0.125,133,265,10790,40077,477,477,473,474,109,105,10,0,17,0,0,330,66,0.078,0,0,0.002,0,0,0.01,0.001,0.002,0.028,0.028,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-69.scen:
0.055,58,115,6248,23614,503,503,498,501,63,0,14,0,43,0,0,76,48,0.028,0,0.001,0.001,0,0,0.004,0,0.002,0.017,0.017,0.013,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-70.scen:
0.03,21,41,4501,11923,421,421,412,414,19,2,1,0,17,0,0,52,3,0.015,0,0,0,0,0,0.007,0,0.001,0.007,0.007,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-71.scen:
0.044,55,109,5882,18664,429,429,421,426,29,12,12,0,30,0,0,106,23,0.023,0.003,0,0,0,0,0.003,0,0,0.012,0.012,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-72.scen:
0.086,94,187,10814,34343,439,439,429,435,43,13,9,0,71,0,0,151,57,0.04,0.003,0.001,0.003,0,0,0.013,0,0.001,0.023,0.025,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-73.scen:
0.013,7,13,1731,6577,474,474,471,474,12,2,1,0,3,0,0,27,0,0.003,0,0,0,0,0,0.004,0,0,0.005,0.005,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-74.scen:
0.011,8,15,1414,5541,464,464,462,464,11,3,2,0,2,0,0,28,0,0.006,0,0,0,0,0,0.001,0,0,0.002,0.002,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-75.scen:
0.019,23,42,2162,8130,446,446,442,445,14,1,7,0,14,0,0,50,19,0.009,0,0,0,0,0,0,0,0.001,0.005,0.006,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-76.scen:
0.019,13,25,2061,7822,434,434,430,433,13,0,1,0,11,0,0,48,1,0.008,0.001,0,0,0,0,0.003,0,0,0.005,0.005,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-77.scen:
0.012,8,15,1302,5357,441,441,441,441,11,3,0,0,4,0,0,31,0,0.006,0.001,0.001,0,0,0,0.003,0,0,0,0.001,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-78.scen:
0.126,115,229,14100,48657,480,480,473,477,55,20,60,0,34,0,0,169,132,0.06,0.003,0.001,0.006,0,0,0.013,0,0.001,0.034,0.038,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-79.scen:
0.068,48,92,5116,19559,511,511,506,509,42,16,8,0,23,0,0,86,16,0.046,0.001,0,0,0,0,0.004,0,0,0.013,0.013,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-80.scen:
0.077,96,191,9076,33710,461,461,455,459,63,15,16,0,64,0,0,179,99,0.041,0.001,0.002,0.002,0,0,0.01,0,0.001,0.016,0.018,0.004,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-81.scen:
0.005,3,5,870,3672,459,459,457,459,7,0,2,0,0,0,0,12,0,0.002,0,0,0,0,0,0.001,0,0,0.001,0.001,0.005,WDG+GR+GC+T+BP with AStar,instances/empty-16-16/empty-16-16-random-40-agents-82.scen:
